Description,File,Variable,Year
Describe the cond. of your mouth/teeth,OHXREF_C.htm,OHQ011,2003-2004
Gingival / OHI needs,OHXREF_C.htm,OHAROCOH,2003-2004
Had a heart problem?,OHXREF_C.htm,OHQ132,2003-2004
Had bacterial endocarditis?,OHXREF_C.htm,OHQ140,2003-2004
Had congenital heart disease?,OHXREF_C.htm,OHQ138,2003-2004
Had congenital heart murmurs?,OHXREF_C.htm,OHQ134,2003-2004
Had heart valve problem?,OHXREF_C.htm,OHQ136,2003-2004
Had rheumatic fever?,OHXREF_C.htm,OHQ142,2003-2004
"Have a hip, bone, or joint replacement?",OHXREF_C.htm,OHQ148,2003-2004
Have kidney disease w/ renal dialysis?,OHXREF_C.htm,OHQ144,2003-2004
Have other artificial material?,OHXREF_C.htm,OHQ146,2003-2004
Missing teeth,OHXREF_C.htm,OHQ490i,2003-2004
Must always take antibiotics?,OHXREF_C.htm,OHQ131,2003-2004
No significant needs,OHXREF_C.htm,OHARNF,2003-2004
None/no specific problem,OHXREF_C.htm,OHQ490m,2003-2004
Other,OHXREF_C.htm,OHQ490n,2003-2004
Other Referral Comments,OHXREF_C.htm,OHARCMT,2003-2004
Overall Oral Health Exam Status,OHXREF_C.htm,OHAEXSTS,2003-2004
Overall recommendation for care,OHXREF_C.htm,OHAREC,2003-2004
Periodontal needs,OHXREF_C.htm,OHAROCGP,2003-2004
Periodontal problems,OHXREF_C.htm,OHQ490k,2003-2004
Referral Status Code,OHXREF_C.htm,OHASCST5,2003-2004
Removable complete/partial mand. denture,OHXREF_C.htm,OHQ430,2003-2004
Removable complete/partial max denture,OHXREF_C.htm,OHQ410,2003-2004
Respondent sequence number,OHXREF_C.htm,SEQN,2003-2004
Sensitivity,OHXREF_C.htm,OHQ490b,2003-2004
Some other finding,OHXREF_C.htm,OHAROTH,2003-2004
Staining/discoloration of teeth,OHXREF_C.htm,OHQ490f,2003-2004
Teeth needing extractions,OHXREF_C.htm,OHQ490h,2003-2004
Toothache,OHXREF_C.htm,OHQ490a,2003-2004
Unsatisfactory prior dental experience,OHXREF_C.htm,OHQ490l,2003-2004
Untreated Caries / Restorative needs,OHXREF_C.htm,OHAROCDT,2003-2004
Was participant exam position recumbent,OHXREF_C.htm,OHAPOS,2003-2004
Wears complete/partial Mand. denture,OHXREF_C.htm,OHQ440,2003-2004
Wears complete/partial max denture,OHXREF_C.htm,OHQ420,2003-2004
# Times broken/fractured hip,OSQ_C.htm,OSQ020a,2003-2004
# Times broken/fractured spine,OSQ_C.htm,OSQ020c,2003-2004
# Times broken/fractured wrist,OSQ_C.htm,OSQ020b,2003-2004
Age when fractured hip 1st time,OSQ_C.htm,OSD030aa,2003-2004
Age when fractured hip 2nd time,OSQ_C.htm,OSD030ab,2003-2004
Age when fractured spine 10th time,OSQ_C.htm,OSD030cj,2003-2004
Age when fractured spine 1st time,OSQ_C.htm,OSD030ca,2003-2004
Age when fractured spine 2nd time,OSQ_C.htm,OSD030cb,2003-2004
Age when fractured spine 3rd time,OSQ_C.htm,OSD030cc,2003-2004
Age when fractured spine 4th time,OSQ_C.htm,OSD030cd,2003-2004
Age when fractured spine 5th time,OSQ_C.htm,OSD030ce,2003-2004
Age when fractured spine 6th time,OSQ_C.htm,OSD030cf,2003-2004
Age when fractured spine 7th time,OSQ_C.htm,OSD030cg,2003-2004
Age when fractured spine 8th time,OSQ_C.htm,OSD030ch,2003-2004
Age when fractured spine 9th time,OSQ_C.htm,OSD030ci,2003-2004
Age when fractured wrist 1st time,OSQ_C.htm,OSD030ba,2003-2004
Age when fractured wrist 2nd time,OSQ_C.htm,OSD030bb,2003-2004
Age when fractured wrist 3rd time,OSQ_C.htm,OSD030bc,2003-2004
Age when fractured wrist 4th time,OSQ_C.htm,OSD030bd,2003-2004
Age when fractured wrist 5th time,OSQ_C.htm,OSD030be,2003-2004
Age when fractured wrist 6th time,OSQ_C.htm,OSD030bf,2003-2004
Broken or fractured a hip,OSQ_C.htm,OSQ010a,2003-2004
Broken or fractured a wrist,OSQ_C.htm,OSQ010b,2003-2004
Broken or fractured spine,OSQ_C.htm,OSQ010c,2003-2004
CHECK ITEM,OSQ_C.htm,OSQ025,2003-2004
CHECK ITEM,OSQ_C.htm,OSQ045,2003-2004
Ever told had osteoporosis/brittle bones,OSQ_C.htm,OSQ060,2003-2004
Ever treated for osteoporosis,OSQ_C.htm,OSQ070,2003-2004
Reason hip fracture occurred 1st time,OSQ_C.htm,OSD050aa,2003-2004
Reason hip fracture occurred 2nd time,OSQ_C.htm,OSD050ab,2003-2004
Reason spine fracture occurred 10th time,OSQ_C.htm,OSD050cj,2003-2004
Reason spine fracture occurred 1st time,OSQ_C.htm,OSD050ca,2003-2004
Reason spine fracture occurred 2nd time,OSQ_C.htm,OSD050cb,2003-2004
Reason spine fracture occurred 3rd time,OSQ_C.htm,OSD050cc,2003-2004
Reason spine fracture occurred 4th time,OSQ_C.htm,OSD050cd,2003-2004
Reason spine fracture occurred 5th time,OSQ_C.htm,OSD050ce,2003-2004
Reason wrist fracture occurred 1st time,OSQ_C.htm,OSD050ba,2003-2004
Reason wrist fracture occurred 2nd time,OSQ_C.htm,OSD050bb,2003-2004
Reason wrist fracture occurred 4th time,OSQ_C.htm,OSD050bd,2003-2004
Respondent sequence number,OSQ_C.htm,SEQN,2003-2004
Under/over 50 when fracd spine 10th time,OSQ_C.htm,OSQ040cj,2003-2004
Under/over 50 when fracd. hip 1st time,OSQ_C.htm,OSQ040aa,2003-2004
Under/over 50 when fracd. hip 2nd time,OSQ_C.htm,OSQ040ab,2003-2004
Under/over 50 when fracd. spine 1st time,OSQ_C.htm,OSQ040ca,2003-2004
Under/over 50 when fracd. spine 2nd time,OSQ_C.htm,OSQ040cb,2003-2004
Under/over 50 when fracd. spine 3rd time,OSQ_C.htm,OSQ040cc,2003-2004
Under/over 50 when fracd. spine 4th time,OSQ_C.htm,OSQ040cd,2003-2004
Under/over 50 when fracd. spine 5th time,OSQ_C.htm,OSQ040ce,2003-2004
Under/over 50 when fracd. spine 6th time,OSQ_C.htm,OSQ040cf,2003-2004
Under/over 50 when fracd. spine 7th time,OSQ_C.htm,OSQ040cg,2003-2004
Under/over 50 when fracd. spine 8th time,OSQ_C.htm,OSQ040ch,2003-2004
Under/over 50 when fracd. spine 9th time,OSQ_C.htm,OSQ040ci,2003-2004
Under/over 50 when fracd. wrist 1st time,OSQ_C.htm,OSQ040ba,2003-2004
Under/over 50 when fracd. wrist 2nd time,OSQ_C.htm,OSQ040bb,2003-2004
Under/over 50 when fracd. wrist 3rd time,OSQ_C.htm,OSQ040bc,2003-2004
Under/over 50 when fracd. wrist 4th time,OSQ_C.htm,OSQ040bd,2003-2004
Under/over 50 when fracd. wrist 5th time,OSQ_C.htm,OSQ040be,2003-2004
Under/over 50 when fracd. wrist 6th time,OSQ_C.htm,OSQ040bf,2003-2004
# Times broken/fractured hip,OSQ_D.htm,OSQ020a,2005-2006
# Times broken/fractured spine,OSQ_D.htm,OSQ020c,2005-2006
# Times broken/fractured wrist,OSQ_D.htm,OSQ020b,2005-2006
Age when fractured hip 1st time,OSQ_D.htm,OSD030aa,2005-2006
Age when fractured hip 2nd time,OSQ_D.htm,OSD030ab,2005-2006
Age when fractured hip 3rd time,OSQ_D.htm,OSD030ac,2005-2006
Age when fractured spine 10th time,OSQ_D.htm,OSD030cj,2005-2006
Age when fractured spine 1st time,OSQ_D.htm,OSD030ca,2005-2006
Age when fractured spine 2nd time,OSQ_D.htm,OSD030cb,2005-2006
Age when fractured spine 3rd time,OSQ_D.htm,OSD030cc,2005-2006
Age when fractured spine 4th time,OSQ_D.htm,OSD030cd,2005-2006
Age when fractured spine 5th time,OSQ_D.htm,OSD030ce,2005-2006
Age when fractured spine 6th time,OSQ_D.htm,OSD030cf,2005-2006
Age when fractured spine 7th time,OSQ_D.htm,OSD030cg,2005-2006
Age when fractured spine 8th time,OSQ_D.htm,OSD030ch,2005-2006
Age when fractured spine 9th time,OSQ_D.htm,OSD030ci,2005-2006
Age when fractured wrist 1st time,OSQ_D.htm,OSD030ba,2005-2006
Age when fractured wrist 2nd time,OSQ_D.htm,OSD030bb,2005-2006
Age when fractured wrist 3rd time,OSQ_D.htm,OSD030bc,2005-2006
Age when fractured wrist 4th time,OSQ_D.htm,OSD030bd,2005-2006
Age when fractured wrist 5th time,OSQ_D.htm,OSD030be,2005-2006
Age when fractured wrist 6th time,OSQ_D.htm,OSD030bf,2005-2006
Age when fractured wrist 7th time,OSQ_D.htm,OSD030bg,2005-2006
Any other fractures?,OSQ_D.htm,OSQ120j,2005-2006
Any other fractures?,OSQ_D.htm,OSQ120g,2005-2006
Any other fractures?,OSQ_D.htm,OSQ120a,2005-2006
Any other fractures?,OSQ_D.htm,OSQ120e,2005-2006
Any other fractures?,OSQ_D.htm,OSQ120b,2005-2006
Any other fractures?,OSQ_D.htm,OSQ120f,2005-2006
Any other fractures?,OSQ_D.htm,OSQ120h,2005-2006
Any other fractures?,OSQ_D.htm,OSQ120i,2005-2006
Any other fractures?,OSQ_D.htm,OSQ120c,2005-2006
Any other fractures?,OSQ_D.htm,OSQ120d,2005-2006
Broken or fractured a hip,OSQ_D.htm,OSQ010a,2005-2006
Broken or fractured a wrist,OSQ_D.htm,OSQ010b,2005-2006
Broken or fractured spine,OSQ_D.htm,OSQ010c,2005-2006
CHECK ITEM,OSQ_D.htm,OSQ045,2005-2006
CHECK ITEM,OSQ_D.htm,OSQ025,2005-2006
CHECK ITEM,OSQ_D.htm,OSQ129,2005-2006
Did father ever fracture hip?,OSQ_D.htm,OSQ200,2005-2006
Did mother ever fracture hip?,OSQ_D.htm,OSQ170,2005-2006
Doctor ever told any other fractures?,OSQ_D.htm,OSQ080,2005-2006
Ever taken prednisone or cortisone daily,OSQ_D.htm,OSQ130,2005-2006
Ever told had osteoporosis/brittle bones,OSQ_D.htm,OSQ060,2005-2006
Ever treated for osteoporosis,OSQ_D.htm,OSQ070,2005-2006
Father was told had osteoporosis,OSQ_D.htm,OSQ160b,2005-2006
Fracture result of severe trauma?,OSQ_D.htm,OSQ090i,2005-2006
Fracture result of severe trauma?,OSQ_D.htm,OSQ090a,2005-2006
Fracture result of severe trauma?,OSQ_D.htm,OSQ090j,2005-2006
Fracture result of severe trauma?,OSQ_D.htm,OSQ090b,2005-2006
Fracture result of severe trauma?,OSQ_D.htm,OSQ090c,2005-2006
Fracture result of severe trauma?,OSQ_D.htm,OSQ090h,2005-2006
Fracture result of severe trauma?,OSQ_D.htm,OSQ090f,2005-2006
Fracture result of severe trauma?,OSQ_D.htm,OSQ090d,2005-2006
Fracture result of severe trauma?,OSQ_D.htm,OSQ090g,2005-2006
Fracture result of severe trauma?,OSQ_D.htm,OSQ090e,2005-2006
How long used prednisone or cortisone?,OSQ_D.htm,OSQ140q,2005-2006
How long used prednisone or cortisone?,OSQ_D.htm,OSQ140u,2005-2006
How old when fracture occurred?,OSQ_D.htm,OSD110h,2005-2006
How old when fracture occurred?,OSQ_D.htm,OSD110j,2005-2006
How old when fracture occurred?,OSQ_D.htm,OSD110a,2005-2006
How old when fracture occurred?,OSQ_D.htm,OSD110i,2005-2006
How old when fracture occurred?,OSQ_D.htm,OSD110b,2005-2006
How old when fracture occurred?,OSQ_D.htm,OSD110c,2005-2006
How old when fracture occurred?,OSQ_D.htm,OSD110d,2005-2006
How old when fracture occurred?,OSQ_D.htm,OSD110g,2005-2006
How old when fracture occurred?,OSQ_D.htm,OSD110e,2005-2006
How old when fracture occurred?,OSQ_D.htm,OSD110f,2005-2006
How old when fractured hip?,OSQ_D.htm,OSQ180,2005-2006
How old when fractured hip?,OSQ_D.htm,OSQ210,2005-2006
Mother was told had osteoporosis,OSQ_D.htm,OSQ160a,2005-2006
Over or under 50 years old?,OSQ_D.htm,OSQ220,2005-2006
Over or under 50 years old?,OSQ_D.htm,OSQ190,2005-2006
Parents ever told had osteoporosis?,OSQ_D.htm,OSQ150,2005-2006
Reason hip fracture occurred 1st time,OSQ_D.htm,OSD050aa,2005-2006
Reason hip fracture occurred 2nd time,OSQ_D.htm,OSD050ab,2005-2006
Reason hip fracture occurred 3rd time,OSQ_D.htm,OSD050ac,2005-2006
Reason spine fracture occurred 1st time,OSQ_D.htm,OSD050ca,2005-2006
Reason spine fracture occurred 2nd time,OSQ_D.htm,OSD050cb,2005-2006
Reason spine fracture occurred 3rd time,OSQ_D.htm,OSD050cc,2005-2006
Reason spine fracture occurred 4th time,OSQ_D.htm,OSD050cd,2005-2006
Reason spine fracture occurred 5th time,OSQ_D.htm,OSD050ce,2005-2006
Reason spine fracture occurred 6th time,OSQ_D.htm,OSD050cf,2005-2006
Reason wrist fracture occurred 1st time,OSQ_D.htm,OSD050ba,2005-2006
Reason wrist fracture occurred 2nd time,OSQ_D.htm,OSD050bb,2005-2006
Reason wrist fracture occurred 3rd time,OSQ_D.htm,OSD050bc,2005-2006
Reason wrist fracture occurred 4th time,OSQ_D.htm,OSD050bd,2005-2006
Reason wrist fracture occurred 5th time,OSQ_D.htm,OSD050be,2005-2006
Reason wrist fracture occurred 6th time,OSQ_D.htm,OSD050bf,2005-2006
Reason wrist fracture occurred 7th time,OSQ_D.htm,OSD050bg,2005-2006
Respondent sequence number,OSQ_D.htm,SEQN,2005-2006
Under/over 50 when fracd spine 10th time,OSQ_D.htm,OSQ040cj,2005-2006
Under/over 50 when fracd. hip 1st time,OSQ_D.htm,OSQ040aa,2005-2006
Under/over 50 when fracd. hip 2nd time,OSQ_D.htm,OSQ040ab,2005-2006
Under/over 50 when fracd. hip 3rd time,OSQ_D.htm,OSQ040ac,2005-2006
Under/over 50 when fracd. spine 1st time,OSQ_D.htm,OSQ040ca,2005-2006
Under/over 50 when fracd. spine 2nd time,OSQ_D.htm,OSQ040cb,2005-2006
Under/over 50 when fracd. spine 3rd time,OSQ_D.htm,OSQ040cc,2005-2006
Under/over 50 when fracd. spine 4th time,OSQ_D.htm,OSQ040cd,2005-2006
Under/over 50 when fracd. spine 5th time,OSQ_D.htm,OSQ040ce,2005-2006
Under/over 50 when fracd. spine 6th time,OSQ_D.htm,OSQ040cf,2005-2006
Under/over 50 when fracd. spine 7th time,OSQ_D.htm,OSQ040cg,2005-2006
Under/over 50 when fracd. spine 8th time,OSQ_D.htm,OSQ040ch,2005-2006
Under/over 50 when fracd. spine 9th time,OSQ_D.htm,OSQ040ci,2005-2006
Under/over 50 when fracd. wrist 1st time,OSQ_D.htm,OSQ040ba,2005-2006
Under/over 50 when fracd. wrist 2nd time,OSQ_D.htm,OSQ040bb,2005-2006
Under/over 50 when fracd. wrist 3rd time,OSQ_D.htm,OSQ040bc,2005-2006
Under/over 50 when fracd. wrist 4th time,OSQ_D.htm,OSQ040bd,2005-2006
Under/over 50 when fracd. wrist 5th time,OSQ_D.htm,OSQ040be,2005-2006
Under/over 50 when fracd. wrist 6th time,OSQ_D.htm,OSQ040bf,2005-2006
Under/over 50 when fracd. wrist 7th time,OSQ_D.htm,OSQ040bg,2005-2006
Where fracture occurred,OSQ_D.htm,OSQ100c,2005-2006
Where fracture occurred,OSQ_D.htm,OSQ100a,2005-2006
Where fracture occurred,OSQ_D.htm,OSQ100b,2005-2006
Where fracture occurred,OSQ_D.htm,OSQ100j,2005-2006
Where fracture occurred,OSQ_D.htm,OSQ100h,2005-2006
Where fracture occurred,OSQ_D.htm,OSQ100d,2005-2006
Where fracture occurred,OSQ_D.htm,OSQ100g,2005-2006
Where fracture occurred,OSQ_D.htm,OSQ100i,2005-2006
Where fracture occurred,OSQ_D.htm,OSQ100e,2005-2006
Where fracture occurred,OSQ_D.htm,OSQ100f,2005-2006
# hours watch TV or videos past 30 days,PAQ_C.htm,PAD590,2003-2004
# of hours use computer past 30 days,PAQ_C.htm,PAD600,2003-2004
# of times past 30 days,PAQ_C.htm,PAD120,2003-2004
# time/week you play or exercise hard,PAQ_C.htm,PAQ560,2003-2004
# times walked or bicycled,PAQ_C.htm,PAQ050Q,2003-2004
Activity comparison last mo - last yr,PAQ_C.htm,PAQ500,2003-2004
Avg level of physical activity each day,PAQ_C.htm,PAQ180,2003-2004
Compare activity w/others same age,PAQ_C.htm,PAQ520,2003-2004
Compare activity with 10 years ago,PAQ_C.htm,PAQ540,2003-2004
How long each time (minutes),PAQ_C.htm,PAD160,2003-2004
How long per day (minutes),PAQ_C.htm,PAD080,2003-2004
Moderate activity over past 30 days,PAQ_C.htm,PAD320,2003-2004
Muscle strengthening activities,PAQ_C.htm,PAD440,2003-2004
Number of times past 30 days,PAQ_C.htm,PAD460,2003-2004
Questionnaire source flag for weighting,PAQ_C.htm,PAAQUEX,2003-2004
Respondent sequence number,PAQ_C.htm,SEQN,2003-2004
Tasks around home/yard past 30 days,PAQ_C.htm,PAQ100,2003-2004
Unit of measure (day/week/month),PAQ_C.htm,PAQ050U,2003-2004
Vigorous activity over past 30 days,PAQ_C.htm,PAD200,2003-2004
Walked or bicycled over past 30 days,PAQ_C.htm,PAD020,2003-2004
# hours watch TV or videos past 30 days,PAQ_D.htm,PAD590,2005-2006
# of hours use computer past 30 days,PAQ_D.htm,PAD600,2005-2006
# of times past 30 days,PAQ_D.htm,PAD120,2005-2006
# time/week you play or exercise hard,PAQ_D.htm,PAQ560,2005-2006
# times walked or bicycled,PAQ_D.htm,PAQ050Q,2005-2006
Activity comparison last mo - last yr,PAQ_D.htm,PAQ500,2005-2006
Avg level of physical activity each day,PAQ_D.htm,PAQ180,2005-2006
Compare activity w/others same age,PAQ_D.htm,PAQ520,2005-2006
Compare activity with 10 years ago,PAQ_D.htm,PAQ540,2005-2006
How long each time (minutes),PAQ_D.htm,PAD160,2005-2006
How long per day (minutes),PAQ_D.htm,PAD080,2005-2006
Moderate activity over past 30 days,PAQ_D.htm,PAD320,2005-2006
Muscle strengthening activities,PAQ_D.htm,PAD440,2005-2006
Number of times past 30 days,PAQ_D.htm,PAD460,2005-2006
Questionnaire source flag for weighting,PAQ_D.htm,PAAQUEX,2005-2006
Respondent sequence number,PAQ_D.htm,SEQN,2005-2006
Tasks around home/yard past 30 days,PAQ_D.htm,PAQ100,2005-2006
Unit of measure (day/week/month),PAQ_D.htm,PAQ050U,2005-2006
Vigorous activity over past 30 days,PAQ_D.htm,PAD200,2005-2006
Walked or bicycled over past 30 days,PAQ_D.htm,PAD020,2005-2006
# of times did activity in past 30 days,PAQIAF_C.htm,PADTIMES,2003-2004
Activity level,PAQIAF_C.htm,PADLEVEL,2003-2004
Average duration of activity (minutes),PAQIAF_C.htm,PADDURAT,2003-2004
Leisure time activity,PAQIAF_C.htm,PADACTIV,2003-2004
MET score for activity,PAQIAF_C.htm,PADMETS,2003-2004
Questionnaire source flag for weighting,PAQIAF_C.htm,PAAQUEX,2003-2004
Respondent sequence number,PAQIAF_C.htm,SEQN,2003-2004
# of times did activity in past 30 days,PAQIAF_D.htm,PADTIMES,2005-2006
Activity level,PAQIAF_D.htm,PADLEVEL,2005-2006
Average duration of activity (minutes),PAQIAF_D.htm,PADDURAT,2005-2006
Leisure time activity,PAQIAF_D.htm,PADACTIV,2005-2006
MET score for activity,PAQIAF_D.htm,PADMETS,2005-2006
Questionnaire source flag for weighting,PAQIAF_D.htm,PAAQUEX,2005-2006
Respondent sequence number,PAQIAF_D.htm,SEQN,2005-2006
Data Reliability Status Flag,PAXRAW_C.htm,PAXSTAT,2003-2004
Day of the Week,PAXRAW_C.htm,PAXDAY,2003-2004
Device Intensity Value,PAXRAW_C.htm,PAXINTEN,2003-2004
Hour of the Day,PAXRAW_C.htm,PAXHOUR,2003-2004
Minute of the Hour,PAXRAW_C.htm,PAXMINUT,2003-2004
Respondent sequence number,PAXRAW_C.htm,SEQN,2003-2004
Sequential Observation Number,PAXRAW_C.htm,PAXN,2003-2004
Was the Monitor in Calibration?,PAXRAW_C.htm,PAXCAL,2003-2004
Data Reliability Status Flag,PAXRAW_D.htm,PAXSTAT,2005-2006
Day of the Week,PAXRAW_D.htm,PAXDAY,2005-2006
Device Intensity Value,PAXRAW_D.htm,PAXINTEN,2005-2006
Device Step Count,PAXRAW_D.htm,PAXSTEP,2005-2006
Hour of the Day,PAXRAW_D.htm,PAXHOUR,2005-2006
Minute of the Hour,PAXRAW_D.htm,PAXMINUT,2005-2006
Respondent sequence number,PAXRAW_D.htm,SEQN,2005-2006
Sequential Observation Number,PAXRAW_D.htm,PAXN,2005-2006
Was the Monitor in Calibration?,PAXRAW_D.htm,PAXCAL,2005-2006
Cadmium (nmol/L),PBCD_D.htm,LBDBCDSI,2005-2006
Cadmium (ug/L),PBCD_D.htm,LBXBCD,2005-2006
Lead (ug/dL),PBCD_D.htm,LBXBPB,2005-2006
Lead (umol/L),PBCD_D.htm,LBDBPBSI,2005-2006
"Mercury, total (ug/L)",PBCD_D.htm,LBXTHG,2005-2006
"Mercury, total (umol/L )",PBCD_D.htm,LBDTHGSI,2005-2006
"Mercury, total comment code",PBCD_D.htm,LBDTHGLC,2005-2006
Respondent sequence number,PBCD_D.htm,SEQN,2005-2006
Able to take part in most type of play,PFQ_C.htm,PFQ015,2003-2004
"Arthritis or rheumatism probl, days",PFQ_C.htm,PFD069A,2003-2004
Attending social event difficulty,PFQ_C.htm,PFQ061R,2003-2004
"Back or neck problems, days",PFQ_C.htm,PFD069B,2003-2004
CHECK ITEM,PFQ_C.htm,PFQ035A,2003-2004
CHECK ITEM,PFQ_C.htm,PFQ058,2003-2004
CHECK ITEM,PFQ_C.htm,PFQ059A,2003-2004
CHECK ITEM,PFQ_C.htm,PFQ066A,2003-2004
"Cancer condition, days",PFQ_C.htm,PFD069C,2003-2004
"Crawl, walk, run, play limitations",PFQ_C.htm,PFQ020,2003-2004
"Depression/anxiety/emotional probl, days",PFQ_C.htm,PFD069D,2003-2004
"Diabetes condition, days",PFQ_C.htm,PFD069F,2003-2004
Dressing yourself difficulty,PFQ_C.htm,PFQ061L,2003-2004
Experience confusion/memory problems,PFQ_C.htm,PFQ057,2003-2004
"Fractures/bone/joint injury probl, days",PFQ_C.htm,PFD069G,2003-2004
Getting in and out of bed difficulty,PFQ_C.htm,PFQ061J,2003-2004
"Going out to movies, events difficulty",PFQ_C.htm,PFQ061Q,2003-2004
Grasp/holding small objects difficulty,PFQ_C.htm,PFQ061P,2003-2004
Health problems causing difficulty,PFQ_C.htm,PFQ063C,2003-2004
Health problems causing difficulty,PFQ_C.htm,PFQ063E,2003-2004
Health problems causing difficulty,PFQ_C.htm,PFQ063D,2003-2004
Health problems causing difficulty,PFQ_C.htm,PFQ063B,2003-2004
Health problems causing difficulty,PFQ_C.htm,PFQ063A,2003-2004
"Hearing problems, days",PFQ_C.htm,PFD069H,2003-2004
"Heart problems, days",PFQ_C.htm,PFD069I,2003-2004
House chore difficulty,PFQ_C.htm,PFQ061F,2003-2004
"Hypertension or high blood pressure,days",PFQ_C.htm,PFD069J,2003-2004
Leisure activity at home difficulty,PFQ_C.htm,PFQ061S,2003-2004
Lifting or carrying difficulty,PFQ_C.htm,PFQ061E,2003-2004
Limitations keeping you from working,PFQ_C.htm,PFQ049,2003-2004
Limited in amount of work you can do,PFQ_C.htm,PFQ051,2003-2004
Long term impairment/health problem,PFQ_C.htm,PFQ030,2003-2004
"Lung or breathing problems, days",PFQ_C.htm,PFD069K,2003-2004
Managing money difficulty,PFQ_C.htm,PFQ061A,2003-2004
"Mental retardation condition, days",PFQ_C.htm,PFD069L,2003-2004
Need special equipment to walk,PFQ_C.htm,PFQ054,2003-2004
"Other development problems, days",PFQ_C.htm,PFD069E,2003-2004
"Other impairment problems, days",PFQ_C.htm,PFD069R,2003-2004
"Other injury problems, days",PFQ_C.htm,PFD069M,2003-2004
"Physical, mental, emotional limitations",PFQ_C.htm,PFQ059,2003-2004
"Physical,mental,emotional limitations",PFQ_C.htm,PFQ010,2003-2004
Preparing meals difficulty,PFQ_C.htm,PFQ061G,2003-2004
Push or pull large objects difficulty,PFQ_C.htm,PFQ061T,2003-2004
Reaching up over head difficulty,PFQ_C.htm,PFQ061O,2003-2004
Receive Special Ed or Early Intervention,PFQ_C.htm,PFQ041,2003-2004
Require special healthcare equipment,PFQ_C.htm,PFQ090,2003-2004
Respondent sequence number,PFQ_C.htm,SEQN,2003-2004
"Senility condition, days",PFQ_C.htm,PFD069N,2003-2004
Sitting for long periods difficulty,PFQ_C.htm,PFQ061N,2003-2004
Standing for long periods difficulty,PFQ_C.htm,PFQ061M,2003-2004
Standingup from armless chair difficulty,PFQ_C.htm,PFQ061I,2003-2004
"Stooping, crouching, kneeling difficulty",PFQ_C.htm,PFQ061D,2003-2004
"Stroke problems, days",PFQ_C.htm,PFD069O,2003-2004
"Using fork, knife, drinking from cup",PFQ_C.htm,PFQ061K,2003-2004
"Vision problems, days",PFQ_C.htm,PFD069P,2003-2004
Walking between rooms on same floor,PFQ_C.htm,PFQ061H,2003-2004
Walking for a quarter mile difficulty,PFQ_C.htm,PFQ061B,2003-2004
Walking up ten steps difficulty,PFQ_C.htm,PFQ061C,2003-2004
"Weight problems, days",PFQ_C.htm,PFD069Q,2003-2004
Able to take part in most type of play,PFQ_D.htm,PFQ015,2005-2006
"Arthritis or rheumatism probl, days",PFQ_D.htm,PFD069A,2005-2006
Attending social event difficulty,PFQ_D.htm,PFQ061R,2005-2006
"Back or neck problems, days",PFQ_D.htm,PFD069B,2005-2006
CHECK ITEM,PFQ_D.htm,PFQ066A,2005-2006
CHECK ITEM,PFQ_D.htm,PFQ059A,2005-2006
CHECK ITEM,PFQ_D.htm,PFQ058,2005-2006
CHECK ITEM,PFQ_D.htm,PFQ035A,2005-2006
"Cancer condition, days",PFQ_D.htm,PFD069C,2005-2006
"Crawl, walk, run, play limitations",PFQ_D.htm,PFQ020,2005-2006
"Depression/anxiety/emotional probl, days",PFQ_D.htm,PFD069D,2005-2006
"Diabetes condition, days",PFQ_D.htm,PFD069F,2005-2006
Dressing yourself difficulty,PFQ_D.htm,PFQ061L,2005-2006
Experience confusion/memory problems,PFQ_D.htm,PFQ057,2005-2006
"Fractures/bone/joint injury probl, days",PFQ_D.htm,PFD069G,2005-2006
Getting in and out of bed difficulty,PFQ_D.htm,PFQ061J,2005-2006
"Going out to movies, events difficulty",PFQ_D.htm,PFQ061Q,2005-2006
Grasp/holding small objects difficulty,PFQ_D.htm,PFQ061P,2005-2006
Health problems causing difficulty,PFQ_D.htm,PFQ063A,2005-2006
Health problems causing difficulty,PFQ_D.htm,PFQ063B,2005-2006
Health problems causing difficulty,PFQ_D.htm,PFQ063C,2005-2006
Health problems causing difficulty,PFQ_D.htm,PFQ063E,2005-2006
Health problems causing difficulty,PFQ_D.htm,PFQ063D,2005-2006
"Hearing problems, days",PFQ_D.htm,PFD069H,2005-2006
"Heart problems, days",PFQ_D.htm,PFD069I,2005-2006
House chore difficulty,PFQ_D.htm,PFQ061F,2005-2006
"Hypertension or high blood pressure,days",PFQ_D.htm,PFD069J,2005-2006
Leisure activity at home difficulty,PFQ_D.htm,PFQ061S,2005-2006
Lifting or carrying difficulty,PFQ_D.htm,PFQ061E,2005-2006
Limitations keeping you from working,PFQ_D.htm,PFQ049,2005-2006
Limited in amount of work you can do,PFQ_D.htm,PFQ051,2005-2006
Long term impairment/health problem,PFQ_D.htm,PFQ030,2005-2006
"Lung or breathing problems, days",PFQ_D.htm,PFD069K,2005-2006
Managing money difficulty,PFQ_D.htm,PFQ061A,2005-2006
"Mental retardation condition, days",PFQ_D.htm,PFD069L,2005-2006
Need special equipment to walk,PFQ_D.htm,PFQ054,2005-2006
"Other development problems, days",PFQ_D.htm,PFD069E,2005-2006
"Other impairment problems, days",PFQ_D.htm,PFD069R,2005-2006
"Other injury problems, days",PFQ_D.htm,PFD069M,2005-2006
